0x00000000	batchLock_63efZf()
0xd6192c6c	hodlerStakes(address)
0xd619f6b3	sendIndividualAmount(address[],uint256[])
0xd61a4524	setdissolveaddress(address)
0xd61bd8fb	getAvlShares(bool)
0xd61da4ff	registryLegalEntity(uint64,uint64,uint32,address,string)
0xd61e9274	SetRate(uint32)
0xd61fb0bf	dateIT()
0xd61fee88	removePay(address)
0xd620567a	_92_poluchaetLesha()
0xd620caaa	walletFromTeam()
0xd620f915	startPreSale3()
0xd621adad	burnToChai(address,uint256)
0xd621c878	improvementContract()
0xd621e813	tradeEnabled()
0xd6224a6b	getPixelText(uint256)
0xd6226347	releaseLockAccount(address)
0xd622c108	setCertById(bytes32,string,string,string)
0xd6233491	getPaid(string,address)
0xd624a42e	updateNovaTransferRate(uint256)
0xd624fdb6	approveUser(address)
0xd6264b75	transferBack(uint256,address)
0xd626977d	duplicateInvestIn()
0xd627d25e	unwhitelistToken(address)
0xd628ecd7	multiValueAirDrop(address[],uint256[])
0xd62a7127	getlastid()
0xd62ac58c	AdvisorsPartners()
0xd62ae399	MIN_FEE_PERIOD_DURATION()
0xd62b255b	setOwner(address,string)
0xd62b2a4d	createDWeb(bytes32,string)
0xd62c1688	buyWeaponWithEth(uint256,address)
0xd62c6523	cancelReservedTokens(address,uint256)
0xd62d3818	weiRaisedFromOtherCurrencies()
0xd62f0f22	getMyRice()
0xd62f146b	updateSkill(uint256,uint256,uint16)
0xd62f46fd	SetPayerAddress(address)
0xd630d100	releaseAdmPercent()
0xd630efbc	getAllTotalPrize()
0xd631f6d4	DeleteProject(string)
0xd632cb3e	MINING_PHASE_DURATION_BLOCKS()
0xd632f639	_privateSale()
0xd632fd1d	PIP()
0xd633bc31	artefacts(uint256)
0xd633e835	getCompletionContractDetails(bytes32)
0xd6349dd6	referralDividendsOf(address)
0xd634ba22	baseNumber()
0xd6351433	getRichToken(uint256)
0xd63581de	setPricePoints(uint64[])
0xd635f2ee	total_deposit(address)
0xd635fc63	getReveralSupply()
0xd636b2cf	backendSetStatus(address,uint8)
0xd636c790	query2WithGasLimit(uint256,string,string,string,uint256)
0xd6380f37	complete(uint256,uint256)
0xd6387a3e	getMinersAt(uint32,uint32)
0xd6387b1e	Holdplatform_Airdrop(address,bool,uint256)
0xd6391a01	Total_TokenSupply()
0xd639cd73	mTransfer(uint64,uint256[],uint64)
0xd63a1389	mintFeeFlat()
0xd63a489b	emitDistributeTotal(uint256[],uint256[],uint256[],bytes32[])
0xd63a6ccd	usd()
0xd63a81f0	setMaxCalls(bytes32,uint256)
0xd63a8e11	allowed(address)
0xd63b5a94	ASSERTION_FEE()
0xd63d4af0	getOwnerTokens(address)
0xd63dbdd3	denominationCeiling()
0xd63e6ce7	increasePeriod()
0xd63e7cc1	priceICO()
0xd63eea42	MAX_NUMBER_BETTERS()
0xd63f4594	retrieveERC20(address,address,uint256)
0xd63fe1c7	TARGET_TOTAL_SUPPLY()
0xd64196f8	minInvestedLimit()
0xd641f3e4	playGame(uint256,uint256,uint256,bytes32)
0xd64232c0	option10name()
0xd6424ea7	calculateAmount(string,uint64)
0xd6427c24	randomPlayer()
0xd643c1c3	I_MARGIN_SPEND()
0xd64468bf	setAOIonLotAddress(address)
0xd6447368	isTokenPaused(uint256)
0xd644af34	withdrawAndSend()
0xd644c46f	wuxiaMasterPrice()
0xd645c7a6	get_twitter_follows(bytes32,string,bytes32,bytes32,uint8,bytes32)
0xd64637c7	distributeDivident(uint256)
0xd6464b7c	getSellerOfToken(uint256)
0xd6475c3a	returnTokensForDay(uint256,uint256)
0xd6481502	setFreezingPercentage(uint8)
0xd6487031	historicalVotingPowerAtIndex(address,uint256)
0xd648703c	getSectionData(uint256)
0xd648a647	fundingStartBlock()
0xd648b150	getAstroIdxsByPage(uint256,uint256,uint8)
0xd648d7fd	post(address,uint256)
0xd649a115	advSptVestingTimer(uint256)
0xd64b12cf	MAX_UNICORNS_TO_GIFT()
0xd64bcc1a	releaseIcoTokens()
0xd64c2018	setNextImagePart(uint256,uint16,uint16,uint16,uint256[])
0xd64c34fc	getLockAmount()
0xd64d136d	wnFromGas(uint256)
0xd64d22ae	canRetrieveEMB(address,uint256)
0xd64d6968	isReferrer(address)
0xd64dc79f	bidDkl(uint256,uint256,uint256,bytes,uint256)
0xd64e0cd9	futureTrans(uint256)
0xd64ee8d2	unBlockContract()
0xd64f5135	In(address)
0xd64f7f09	getArbitersAmount()
0xd650cb2e	forgiveMe()
0xd6528231	FACTOR_3()
0xd652846d	claimByAddress(address)
0xd6542d42	UNIAPR()
0xd6544b4d	registerOnBehalfOf(bytes32,string,address,bytes)
0xd6558c3e	Sender(address)
0xd655cb45	approveAndCallStr(address,uint256,string)
0xd6565a2d	snapshots(uint256)
0xd656a794	stopForce()
0xd656f629	debt2(uint256)
0xd657ae0c	actualTotalSupply()
0xd6581975	usedTokensOf(address)
0xd6582d0d	isWeekDay(uint256)
0xd6589b5e	fundLocked(address)
0xd658d2e9	hashes(bytes32)
0xd65995ed	attemptBeginLoanAtIndex(uint256)
0xd659d11d	dplayStore()
0xd659d968	is_open()
0xd65a16c0	isOneToken()
0xd65a4184	tokenSaleActive()
0xd65a5021	nextSupplyInterestRate(uint256)
0xd65aabc1	t_Slava2()
0xd65ab5f2	startGame()
0xd65b476c	Governable()
0xd65c0620	sellWCG(address,uint256)
0xd65c1ddb	secondRoundEndDate()
0xd65c8c6c	claimDiamond(uint64,uint64)
0xd65ddd52	attestationCount(bytes32)
0xd65f86f2	setLeed(string)
0xd6604881	whitelistBonusLockPeriod()
0xd660521c	depositStake(uint256,bytes)
0xd6610c03	updateCrowdsale(uint256,uint256,uint256,uint256,uint256,uint256)
0xd6619ffb	funds_address()
0xd661d206	INITIAL_FOUNDER_SUPPLY()
0xd661dd31	MULTIPLIER_DIVISOR()
0xd6636307	stateSetOver()
0xd663ad1f	modifyLockUpType(uint256,uint256,uint256,uint256,bytes32)
0xd6644ff7	accuracyBalanceOf(address)
0xd66495cd	getSpaceshipProductTotalSoldByModel(uint16)
0xd6661999	securityTokenOffering(address,uint256,uint256)
0xd6664653	landmarkToOwner(uint256)
0xd66692a7	stakedTotal()
0xd667dcd7	houseEdge()
0xd6680960	getLastMintAmount(address)
0xd6680a69	getAllIntel()
0xd6682007	getGameNumSides(uint256)
0xd66847df	distributeARTToken()
0xd669899c	sendLudumToSingle(address[],uint256)
0xd669b76a	setTimeOfTheRequest(uint256)
0xd669e1d4	MAX_CAP()
0xd66aadb9	balanceOfFreezed(address)
0xd66b0b51	komission()
0xd66b2207	escrowTransferInfo(address,uint256)
0xd66bd524	reserves(address)
0xd66bea7b	cashbackPercent6level2()
0xd66c5291	walletNonceSettlementIndex(address,uint256)
0xd66c7faa	ICO_PHASE3_LIMIT()
0xd66c9cc2	transferSenderPaysFee(address,uint256)
0xd66cac2b	invest(uint32,uint32,uint64,uint16)
0xd66cb9e1	renewbeginnerprotection(uint256)
0xd66d9e19	leave()
0xd66ef1b4	startMigrateFromContract(address)
0xd66f146d	refundPoll()
0xd66f547c	changeInvestSetting(uint256,uint256,uint256,uint256,address)
0xd670aa53	didGive(address)
0xd670cbc9	fusionAddr()
0xd670e768	marketVotingBlocks()
0xd6714924	calculateBoardScore(uint256)
0xd6716e2f	uniswapExchangeAddress()
0xd6721000	addCommissionToPendingWithdrawals(uint32)
0xd67240a0	createPayment(uint256,address,uint256,bytes)
0xd6728d51	developer_EKN()
0xd6755434	remainingCapInWei()
0xd675ecbd	addPrivateInvestor(address,uint256)
0xd67601ac	starsRemainingToAssign()
0xd6765bc1	withdrawDyDx(uint256)
0xd6770f81	getSenderSideQuote(uint256,address,address)
0xd6779b01	winningsClaimable(address)
0xd6782e9a	getQualified()
0xd678724f	getGameNumberOfEntries(uint256)
0xd6787711	betHash()
0xd678ba48	depositLRC()
0xd678e5c1	acquireAssetForOther(uint256,string,address)
0xd679677a	currentTier()
0xd6798645	set_cooldown(uint256)
0xd679c4f2	claimDividendPercentage()
0xd67a073f	Drain()
0xd67a10e3	etherDelta()
0xd67a1140	getMultiBalances(address)
0xd67a7e5f	updateSignedDealsCountInBulk(address[],uint256[])
0xd67a9682	updatePromoter1(address)
0xd67ae54d	EUR(uint256)
0xd67b06c1	batchMint(address[])
0xd67b1b99	usersCounter()
0xd67b534e	socialIdentityToCardId(uint256,uint256)
0xd67bdd25	messageSender()
0xd67bf1ad	coinBurnMkt()
0xd67c1a7a	finishCrowdSale()
0xd67c7f35	p_update_mResaleMultipler(uint256)
0xd67c83bd	maxMarginDeposit()
0xd67ca59c	sketchIndexToData(uint256)
0xd67d0bb9	tokenCreationMaxCap()
0xd67d3af8	cancelRequest(address,address)
0xd67d78cd	addCard(uint32,uint32,uint32,uint32,uint32,uint256)
0xd67e94ed	set_Invest2FulcrumAddress(address)
0xd67fd89e	setout(bool)
0xd6805f49	novaTransfer(address,uint256)
0xd6820709	beginTimeTS()
0xd6823455	minQuanValues()
0xd682b601	auditContract(address,bytes32,bytes,bool)
0xd6830af3	setSettingTAOId(address)
0xd6846782	addKey(address,address,uint256,uint8,bytes32,bytes32)
0xd6847cd8	getWithdrawalCoolingPeriod()
0xd68526c8	withdrawGemmyMusic(address,uint256)
0xd68545a3	minExitBond()
0xd6875520	reclaimUnwantedGift()
0xd687f9cd	TenantTerminate(BaseEscrowLib.EscrowContractState storage)
0xd68a9fb8	getFreeTokensAmountOfUser(address)
0xd68ab7f1	listen()
0xd68d961a	ROLE_MINT()
0xd68db544	redeemToSpender(bytes32,bytes32)
0xd68dfd41	addressPreICO()
0xd68e0ff7	DestroyCoin(address,uint256)
0xd68e23c9	blockToOwner(uint256)
0xd68e462c	withhold(address,uint256)
0xd68e7812	round_drunkard()
0xd68f4dd1	getLock(uint256)
0xd68f93df	changeBonuses(uint256[],uint256[])
0xd68fac6d	knuckReward()
0xd6905c19	fundsForwarderFactory()
0xd6906295	withdrawCloneTokens(address)
0xd690a8c3	priceDivisor()
0xd690aa26	detailIndexToOwner(uint256)
0xd691092a	predictExploreReward(uint256)
0xd6911ac5	setApiKey(string)
0xd6916c34	airDrop(address,uint256[],address[])
0xd692ec60	withdraw(bytes4[])
0xd693d207	MAXIMUM_STAKE()
0xd6948c47	winningTeamId()
0xd694e057	setInitialProtectionRate(uint256)
0xd694f109	collectionExists(uint64)
0xd69570e2	durationOfState(uint256)
0xd695c216	getISUSDUniROI()
0xd6960697	confirmPurchase()
0xd69623ba	buy2mint(address,address[],address[],uint256[],bytes,bytes)
0xd69932a3	getLpBidPrice()
0xd699c750	setStorage(uint256)
0xd699e472	getMintedToken(address)
0xd699fe3d	setPhase(uint256,uint256,uint256,uint256)
0xd69a0d2f	getMostExpensiveCryptoGamer()
0xd69a1a5f	getNextPayoutEstimation()
0xd69a5eec	sscM(uint256)
0xd69bde0c	getAssetCurrency(address)
0xd69c3d30	nextNonce()
0xd69c6cd1	participantToBRAbought(address)
0xd69c9275	extraDistributionPart()
0xd69d895e	NUM_RESERVED_COIN()
0xd69dbf63	getIssuanceBlockTimestamp(bytes32)
0xd69dc9a5	balance_(address)
0xd69ec025	setAmguPrice(uint256)
0xd69f6bae	getTokensMinted()
0xd69ff352	unfetchedVault()
0xd6a022b8	getRemaining()
0xd6a13301	getUserDepositsCount(address)
0xd6a15231	getIcedInfos(address)
0xd6a1f6a7	breakIdUniqueness(uint256,uint256,address)
0xd6a2f950	depositChainFacesAndMintTokens(uint256[])
0xd6a30fb4	start_quiz_quest(string,string)
0xd6a39db0	lockUp(bool)
0xd6a3b623	HONORABLE_LOSS_BONUS()
0xd6a3bc16	finalReserveWallet()
0xd6a3e671	add(address,address,string,string,bool)
0xd6a3f374	dividendRate()
0xd6a40076	USDTieredSTOProxyAddress()
0xd6a43a3e	setPermissionById(uint8,bytes32,bool)
0xd6a45623	setAuctionsEnabled(bool)
0xd6a4c06e	maxDataPoints()
0xd6a527eb	share1()
0xd6a5334a	purchasedBalanceOf1095Days(address)
0xd6a595ac	payto2()
0xd6a5e546	emergencyRefundContract()
0xd6a619e3	transferIfPuritanical(address)
0xd6a62445	confirmReturnToken(bytes32,string,bytes32,bytes32,uint256,uint256,uint256,uint256,uint256)
0xd6a63c9f	DEVELOPER_RATE()
0xd6a65535	getpercentLockAvailable(address)
0xd6a6da3e	angelInvestorsTokens()
0xd6a84467	add0xbccAddresses(address,address)
0xd6a90bcf	tokenMultisigWallet()
0xd6a9de51	getSeller(uint256)
0xd6a9e9d1	teamPercentage()
0xd6aab015	getBonusPool()
0xd6abbf0a	reserveFundName(address,string)
0xd6abe110	tokenDetails()
0xd6ac2394	payoutInvestor(uint256)
0xd6ac5f6c	changeInfo(uint256,string,string)
0xd6ad5e5e	MIN_ACCEPTED_VALUE()
0xd6ae5f29	getUsedReserveSupply()
0xd6ae87bf	setVotingClaim(bytes32,bool)
0xd6afc9b1	getProfile()
0xd6b0f484	disableWhitelist()
0xd6b12745	revealResultPerPeriod(uint16)
0xd6b1e4a9	buyMinersWithEther(uint64)
0xd6b21f50	playSpecificTriples(uint8,uint256)
0xd6b26813	legacyNFTAddress()
0xd6b2b242	Realize(uint256)
0xd6b2e2ba	PARSEC_CREDITS_PER_ETHER()
0xd6b37ce9	ethichubFee()
0xd6b43202	managementProfitAddr()
0xd6b45f79	minOasisSpreadForinternalPricingBps(address)
0xd6b47c0f	winnerAmount1()
0xd6b52d9a	partnerETHRewardsPercent()
0xd6b53175	UpdatePoolState(uint8)
0xd6b5db44	changeFeesAmountAndCurrency(uint256,uint256,bool)
0xd6b645bc	react(address)
0xd6b6f9f1	secondXRChangeBlock()
0xd6b725ac	getMaxStableRateBorrowSizePercent()
0xd6b74865	watcher()
0xd6b855ed	codice_tracciabilita()
0xd6b8ae26	jexp(uint256,uint256,uint256)
0xd6b8ec66	presaleEth()
0xd6b9bf26	gamesIncomeTotal()
0xd6bb9eff	getMartialCardTypeIdList(uint256)
0xd6bc1b39	setPrices(bool,uint256)
0xd6bd0bc5	ContractAddresses(uint256)
0xd6bd8727	getUrl()
0xd6be178d	rateStage2()
0xd6be6bd5	birth(bytes32)
0xd6bec803	setExpiredAndWithdraw(address)
0xd6bf7530	getEthDepositAddress()
0xd6c0297f	BonusRound4()
0xd6c0ceab	changeBountyDeadline(uint256,uint256)
0xd6c12f88	pricingPlan()
0xd6c1528b	newFixed(int256,uint8)
0xd6c1be92	gameEarnings()
0xd6c225f9	pase2()
0xd6c2479a	donationsAddress()
0xd6c31871	configAddress()
0xd6c34367	mintLockedBalance(address,uint256,uint256)
0xd6c3453c	addTrancheRateAndTokens(uint256,uint256,uint256)
0xd6c5a41e	tier3End()
0xd6c5d823	getScientificData(uint256)
0xd6c69690	msUpgradeImplementation(address)
0xd6c7584b	warFailed(address)
0xd6c75abf	RiskPrices(address[],uint128[])
0xd6c7b4ad	receiver1()
0xd6c85529	M(uint256)
0xd6c8976b	changeTokenController(address)
0xd6c8f93c	getCooldownIndex(uint256)
0xd6c9e189	mintEscrow(address,uint256)
0xd6c9f41e	TheGuyWhoReffedMe(address)
0xd6ca58ce	pendingParsecsOf(address)
0xd6ca59d5	terminateICO()
0xd6ca8ccb	disown(bytes20)
0xd6ccf7a7	addTokenTime(uint256,uint256)
0xd6cd4a02	listAgents()
0xd6cd9473	renounceWhitelisted()
0xd6cf18e7	createPiranhaTokens()
0xd6cfd408	SIMPLE_MARKET()
0xd6cfece1	preBonus()
0xd6d02c51	whois(string)
0xd6d0aa41	drawee()
0xd6d14171	initialTimestamp()
0xd6d1c80b	GetLordLevel(uint256)
0xd6d21dfd	who()
0xd6d22291	transactionHandler(bytes,address,address,uint256,uint256,uint256)
0xd6d22fa4	MetaCoin()
0xd6d25008	coldStoreLast()
0xd6d27ab5	rj()
0xd6d2ac70	ordertoPay()
0xd6d30a51	increaseJackpot(uint256)
0xd6d329b9	ships(uint64)
0xd6d34c7c	coOwner()
0xd6d4136a	checkPos()
0xd6d42fb5	holdingAddress()
0xd6d4fcea	MAX_OFFER_DURATION()
0xd6d5a0d9	ticketMax2()
0xd6d5c8d5	DEFROST_MONTHS()
0xd6d65f3d	getCurrentMilestoneIndex()
0xd6d68177	deposits(address,uint256)
0xd6d6e8bd	addTrader(uint8,address)
0xd6d7479d	approvedCurrencyTokens(address)
0xd6d75f51	moneyMarket()
0xd6d78cf7	transferThisVendor(address)
0xd6d80f0b	withdrawal_party_a_gets()
0xd6d86646	UpdatePolicyState(address,string,string,uint8)
0xd6d8a23a	sentCount(address)
0xd6da0805	registerName(bytes32)
0xd6db71e9	allowRefund(address)
0xd6db85af	fracExp(uint256,uint256,uint256,uint256)
0xd6db8ab6	dividendPayouts(uint256)
0xd6dda33d	isPremine()
0xd6ddbd2d	purchaseAdv(uint256,uint256,string,string)
0xd6ddd21b	vestingStartTimestamp()
0xd6de13a8	releaseTimeLines(uint256)
0xd6de8dc4	getPlayBlockNumber()
0xd6dfb77a	getIndexToken(uint256,uint256)
0xd6e0bf29	OwnerDeposit()
0xd6e0d73c	mintA()
0xd6e14cd2	tokenBackup(address)
0xd6e18b3e	getChilds()
0xd6e20a56	confirmKYC(address)
0xd6e4ddc5	ownerOf(address[16],uint256)
0xd6e4fa86	nameExpires(uint256)
0xd6e56d63	timePeriodsSet()
0xd6e5e4c4	refundUserToken(address)
0xd6e5fe98	setStakeRequirements(uint128,uint128)
0xd6e67215	newCajutel()
0xd6e848ac	changeSearcher(address)
0xd6e87b44	addressAttached(bytes20)
0xd6e89cf0	setTransferStatus(uint256)
0xd6e8a0b0	incrementBid(uint256)
0xd6e91be0	revokeApprovalDelegate(address)
0xd6e95f77	isSellable()
0xd6e9b019	getDisputeData()
0xd6e9e803	grossNetworkProduct()
0xd6ea0a51	setURI_Prefix(string)
0xd6ea53b1	changePayer(address)
0xd6ea5a0e	distributionEntryCount()
0xd6ea8c90	decimalOddsForOutcome(uint8)
0xd6eab9f2	setHostFee(uint256)
0xd6eb1bbf	authorised(address)
0xd6ecb38a	firstAddressFromDeployer(address)
0xd6edb047	addAllocationPartOne(uint256,uint256)
0xd6edb650	getEarlyIncomePull(address)
0xd6ee7ac7	ColorIdToOwner(uint256)
0xd6ee9dfc	isReatingTree(address,uint256)
0xd6ef25d5	addVersion(uint64[3],address,bytes)
0xd6ef7af0	withdrawRewards(address,uint256)
0xd6efd2c1	aboutUser()
0xd6effa2b	ICOwei()
0xd6f0b484	serverEndGame(uint32,uint8,uint16,uint256,int256,bytes32,bytes32,uint256,address,address,bytes)
0xd6f0cd02	updateManyUsersExtended(uint256[],uint256,uint256)
0xd6f12a6a	refundT4T()
0xd6f15469	setBuyEnabled(bool)
0xd6f19262	earned()
0xd6f22e69	getChecksumPairCount()
0xd6f2dc44	changeToyPrice(uint256)
0xd6f327cc	swapCardForReward(address,uint8)
0xd6f34c25	countVoteUser()
0xd6f35eb4	setMinAmountSale(uint256)
0xd6f3c45f	tokenCrowdsaleCap()
0xd6f4472d	BTCS_PORTION_MAX()
0xd6f4e56e	allTokensSold()
0xd6f551e4	buyItem(uint64)
0xd6f5792d	isCurrentAccountReader(address)
0xd6f5c0e2	earlyRoundLimit()
0xd6f5c939	tie()
0xd6f74c45	banMember(address)
0xd6f7ddf9	topUp(address,uint256)
0xd6f8307f	requesters(address)
0xd6f8560d	withdraw_eth()
0xd6f8ecae	time2()
0xd6f9885e	getImagesCreatedByAddress(address)
0xd6fa3efa	requiredTimeBetweenDraws()
0xd6fad488	getBenefit(uint256,uint256)
0xd6fb1678	mineableSupply()
0xd6fbf202	startingPrice()
0xd6fc2e62	rateProjectSecondParty(bytes32,uint8)
0xd6fd1fe9	saleAction()
0xd6fe3d6d	afterForkRescueContractBalance()
0xd6fe9778	givenAnyReturn(bytes)
0xd6fe9aab	eachExercisePrice(uint256,uint256)
0xd6fea306	weiICOMaximum()
0xd6febde8	buy(uint256,uint256)
0xd6feecde	ret_len()
0xd6ff23f2	getMinReachUsdPayInCents()
0xd6ff88d9	batchTransfer1(address[],uint256,uint256,bool)
0xd700071a	minorPartnerAddress()
0xd7003222	unitCost()
0xd7009350	setIntraWeekPrice(uint256,uint256,bool)
0xd701626e	pushRecord(address)
0xd7017650	TEAM_1()
0xd702087f	setSecretSigner(address)
0xd7020d2a	approveEscrow(bytes16,address,address,uint256)
0xd7022895	HARVEST_DURATION()
0xd702b63d	for_longterm()
0xd702db81	UserRetireHodl(uint256)
0xd702e364	setPreICOSoldAmount(uint256,uint256)
0xd704b6e1	setPriceAccount()
0xd7057797	upgradeHouse(uint256,uint256)
0xd7067dc5	crowdSalePaused()
0xd706be31	changeMetaEvidence(string,string)
0xd70754ec	node()
0xd7079ee7	startPublicsale(uint256,uint256)
0xd707d466	allocToMember(address,uint256)
0xd70815af	koiFundDeposit()
0xd70907b0	freezeWithTimestamp(address,uint256)
0xd70925b4	teamEthTransferComplete()
0xd7098154	claimPrize(uint256)
0xd7098ed3	setdelegateAddr(address)
0xd70afa96	FEE_ADMIN()
0xd70b40de	testExchangeRates(address,uint256,uint256)
0xd70b6342	minInvEth()
0xd70c6f4e	results(uint256,uint256)
0xd70d532b	provideAccess(address,uint8)
0xd70d9254	isBetClosed()
0xd70d9358	isDaoNotReplaced()
0xd70d9604	Sales()
0xd70e0f90	disableAuto()
0xd70e62eb	lowLimit()
0xd70ed38a	withdraw(bytes32,uint256,address,address,uint256,uint256,bytes32,bytes,bytes,bytes32)
0xd70ef965	teamOwners(uint256)
0xd70f575f	approvedTokenCreators(address)
0xd70fcee4	next(DoublyLinkedList.Uint storage,uint256)
0xd7100375	pay(address,address,address,uint256,uint256,address[],bytes,uint256[],uint256[],string,uint256)
0xd710b891	getNumberAtIndex(uint256)
0xd7118140	removeMessage(MessagesAndCodes.Data storage,uint8)
0xd711d656	takeOrderAvailable(address,address,address,address,uint256,uint256,uint256,uint256,bool)
0xd712800f	setLockValue(address,uint256,string)
0xd712eb4a	voteWeight()
0xd7130651	getCity(uint256)
0xd7131e5f	createToken(uint256,address,string,string)
0xd715135d	updatePayoutPercentage(uint256)
0xd715d6f5	addToTotalDgxClaimed(uint256)
0xd71710e0	countAttributeTypes()
0xd71787e9	gamerQueue(uint256)
0xd717b05e	exchangeLimit()
0xd71801d4	gallerySix()
0xd7182850	ownerTokensAllocated()
0xd719213e	preBuyPrice1()
0xd719843f	getVendingStepPrice(uint256)
0xd7198a24	tokenURI(ERC721Manager.ERC721Data storage,uint256)
0xd71aae2b	getBallotResults(uint256)
0xd71be8db	locked(address,bytes32)
0xd71c9c12	locker(address)
0xd71c9cf3	startBattle(address,uint256,uint256,uint8[2])
0xd71cdd78	BONUS_HI_QTY()
0xd71cf1e4	getFee(uint256,address,address,address,address)
0xd71d9e8a	buyFlower(uint256)
0xd71db8aa	getBonusPerShare(address)
0xd71e58f8	admin_set_exchange_rate(uint256[])
0xd71e8296	canIWithdraw()
0xd71e930c	teamAddressTwo()
0xd71f1bd6	LottesyAddress()
0xd7203294	ZeroXEth()
0xd7206124	setInvestorLock(bool)
0xd7208f48	CANCELLED_SELECTOR_GENERATOR()
0xd72213f9	getFullConfiguration()
0xd72310d1	airdropRates(uint256)
0xd7237e45	invitedByReferalBonus()
0xd723879c	icoOver2()
0xd72503ba	buyCat(uint256)
0xd725a9f0	crowdSaleaddress()
0xd7260cba	refundGame(uint256)
0xd726755b	moveFloor(uint256)
0xd726f7c7	mainCoinSentToEther()
0xd7276479	battlesOwner()
0xd727d64b	disputeSettledTerminate(bytes32,address,uint8,address,uint8,bool,address)
0xd728b6db	getCatOfferPrices()
0xd728cc72	novaCoinAddress()
0xd728fbee	roundOneTotal()
0xd7290181	emptyWrongToken(address)
0xd7299ef7	pausePresale(bool)
0xd72aa565	payDDR(uint256)
0xd72ad5e1	getCompanyFoundationDate()
0xd72ad623	getReferrerReward()
0xd72b11bd	reserveWallet()
0xd72b6d3b	CREATION_LIMIT()
0xd72b9da2	totalAmount(address)
0xd72bdc53	initialize(address,string,string,uint8,uint256)
0xd72be896	inquire_own_domain(uint16)
0xd72d04db	addGame(address)
0xd72d3bde	lastDepositInfo()
0xd72d6819	lastSingleSalePrices(uint256)
0xd72e2b78	soldTokensWithoutBonus()
0xd72e3de1	createCustomReservation(uint256,uint256,uint256,uint256,uint256,uint256,uint256)
0xd72eabb8	minimalToken()
0xd72eec75	unlockQuantity(address)
0xd72f61bf	getMinBetIndexForKill(uint256)
0xd72f7958	fortune_break_current()
0xd73019e9	icoStartDate()
0xd7311963	m_controller()
0xd731a779	removeTRA(address)
0xd73296ee	lockTokensUpdate(address,uint256,uint256,uint256)
0xd732b835	stakesCounters(address)
0xd732be6c	jackpotWIN()
0xd732d30e	getGamblingPartyInfo(uint256)
0xd7340cef	blocksTillTargetShoot(address)
0xd73464cc	promoter(uint256)
0xd73478f8	userToNumTowns(bytes32)
0xd734a320	_tierThreeBonus()
0xd735140d	fourthTokenExchangeRate()
0xd7355ad1	emitAffiliateWithdraw(address,uint256)
0xd735875d	Start_quiz_g(string,string)
0xd735dc92	multiAirdrop(address[],uint256[])
0xd735fa25	wholeSaleValueLeft()
0xd737035d	holdersBonus(uint8)
0xd73792a9	FEE_DENOMINATOR()
0xd7379999	permissionAt(uint8,int256)
0xd737c2b0	setContractInfo(bytes32,address,bytes20)
0xd737c4b9	versionNameExists(bytes32)
0xd737d0c7	msgSender()
0xd739aaf8	getGameInfoById(uint256)
0xd73a24fc	canBeWithdrawn()
0xd73b0cf2	buyerFundRelease(uint256)
0xd73b1dc9	decreaseAllowance(address,address,uint256)
0xd73b3a67	withdrawal_Eth(uint256)
0xd73b9062	generate(bytes32[])
0xd73bb3d0	releaseEther(uint256)
0xd73c277c	storageName()
0xd73ca0ac	givenCalldataReturnUint(bytes,uint256)
0xd73cb044	ethConstant_()
0xd73cbcba	daCall()
0xd73dd623	increaseApproval(address,uint256)
0xd73e0c89	getBookCount()
0xd73f0b25	lookupCampaignPart1(uint256)
0xd73fe0aa	getShares()
0xd73ff0db	preSaleBfPlatform()
0xd740547e	mintBonusTokensForGames(uint256)
0xd74073f9	setComposersCount(uint256)
0xd740b9a3	syncPriceForTokenList(address[])
0xd741e2f9	pip()
0xd7426327	getUserPaidIn(address)
0xd743015a	createAssetPack(bytes32,uint256[],bytes32[],uint256,string)
0xd74319e0	dayLimitProgressProc()
0xd743f748	setNextUpgradeMaster(address)
0xd7441753	getTypicalItemById(string,uint256)
0xd744f2a3	wantMyToken(uint256)
0xd7450aa2	advertiserBalances(address)
0xd74543f0	communityusersCap()
0xd7455ec0	mintExtensionAsset(address,uint256)
0xd7463573	getOpeningTime()
0xd74689e4	yesCounter()
0xd746a38b	getMicroModuleByIdPart1(uint256)
0xd748c2e4	tankSizes(uint256)
0xd748d1f6	revokeEditorRights(address)
0xd74a375d	getTokensBought(address)
0xd74a3c3d	getMembersArrayLength()
0xd74ae98e	redeemShip(uint256)
0xd74afaa1	newowner()
0xd74b2722	setRefunder(address)
0xd74c894e	setSecurityWallet(address)
0xd74ce8c5	periodsCounter()
0xd74d763e	setUCCoinPerEther(uint256)
0xd74d7e79	calculateRewardAt(uint256)
0xd74d8808	Name_New()
0xd74f8e9a	getLastPayments(uint256)
0xd74f8edd	MAX_OWNER_COUNT()
0xd7508a55	prepareAuctionForNonOGChain()
0xd7517caa	getPresaleStatus()
0xd7520298	SetfirstTTaxAmount(uint256)
0xd75204b4	lastExclusiveYearlyFeePaid(address)
0xd7522582	isCurrentTierCapReached()
0xd7533233	burnPermissioned(address,uint256,uint256,bytes)
0xd75352e1	marginCall()
0xd7535b2f	getRoundsCount(uint256)
0xd75446fe	etherGet()
0xd754b788	gameWinnerCoinIds(uint256,uint256)
0xd754c9c7	disableCtSaleWhitelistRegistration()
0xd754f0ac	LOCKOUT_PERIOD()
0xd754f3d5	currentEraIndex()
